Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Dextromethorphan,Antidepressant,Ointment,639 mg,"Gilead Sciences, Inc.",Wound,Prescription
Clarithromycin,Antibiotic,Inhaler,664 mg,Biogen Inc.,Infection,Prescription
Clarithromycin,Antipyretic,Syrup,694 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Ibuprofen,Antipyretic,Injection,480 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Paracetamol,Antiseptic,Capsule,962 mg,AstraZeneca plc,Pain,Prescription
Paracetamol,Antidiabetic,Cream,656 mg,Bayer AG,Pain,Over-the-Counter
Amoxicillin,Antipyretic,Ointment,309 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Clindamycin,Antidiabetic,Tablet,500 mg,GlaxoSmithKline plc,Infection,Prescription
Clarithromycin,Antifungal,Injection,821 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Dextromethorphan,Antibiotic,Syrup,232 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Amoxicillin,Antipyretic,Capsule,158 mg,Biogen Inc.,Virus,Over-the-Counter
Amoxicillin,Antiseptic,Injection,449 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Acetaminophen,Antipyretic,Ointment,309 mg,Novartis AG,Infection,Prescription
Amoxicillin + Metronidazole,Analgesic,Capsule,574 mg,AbbVie Inc.,Wound,Prescription
Dextromethorphan,Antipyretic,Drops,624 mg,Sanofi S.A.,Depression,Over-the-Counter
Ibuprofen,Antidepressant,Capsule,790 mg,Roche Holding AG,Fungus,Prescription
Acyclovir,Antidiabetic,Drops,458 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Amoxicillin,Antibiotic,Tablet,526 mg,Eli Lilly and Company,Pain,Prescription
Acetaminophen,Antipyretic,Drops,616 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Ibuprofen,Antifungal,Drops,576 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Clarithromycin,Antiseptic,Inhaler,871 mg,Biogen Inc.,Pain,Prescription
Paracetamol,Antipyretic,Capsule,896 mg,Amgen Inc.,Fungus,Over-the-Counter
Dextromethorphan,Antiseptic,Tablet,66 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Paracetamol,Antidiabetic,Capsule,99 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Ketoprofen,Antiseptic,Inhaler,570 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Amoxicillin,Analgesic,Syrup,837 mg,Roche Holding AG,Fever,Over-the-Counter
Clarithromycin,Antibiotic,Ointment,471 mg,"Gilead Sciences, Inc.",Infection,Prescription
Acetaminophen,Antibiotic,Injection,320 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Ibuprofen,Antiseptic,Capsule,660 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Paracetamol,Antipyretic,Tablet,723 mg,Novartis AG,Virus,Over-the-Counter
Cephalexin,Analgesic,Ointment,563 mg,"Merck & Co., Inc.",Depression,Prescription
Dextromethorphan,Antidepressant,Injection,674 mg,Novartis AG,Fever,Over-the-Counter
Dextromethorphan,Antiviral,Inhaler,521 mg,AbbVie Inc.,Diabetes,Prescription
Ibuprofen,Analgesic,Syrup,153 mg,Pfizer Inc.,Virus,Prescription
Clindamycin,Antibiotic,Capsule,159 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Dextromethorphan,Antidepressant,Syrup,756 mg,"Gilead Sciences, Inc.",Depression,Prescription
Cefixime,Antipyretic,Injection,923 mg,Biogen Inc.,Pain,Prescription
Dextromethorphan,Antidiabetic,Syrup,949 mg,Bayer AG,Wound,Over-the-Counter
Cefalexin,Antiseptic,Cream,580 mg,Johnson & Johnson,Fever,Prescription
Amoxicillin,Antibiotic,Inhaler,107 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Paracetamol,Antidepressant,Ointment,849 mg,Amgen Inc.,Pain,Prescription
Acetaminophen,Antibiotic,Tablet,779 mg,CSL Limited,Virus,Over-the-Counter
Metformin,Antifungal,Ointment,305 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Amoxicillin,Antidiabetic,Inhaler,292 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Cefmetazole,Antidiabetic,Cream,498 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Ibuprofen,Antiviral,Capsule,6 mg,Novo Nordisk A/S,Pain,Prescription
Methicillin,Antiviral,Cream,93 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Acetaminophen,Antidiabetic,Inhaler,135 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Metoprolol,Antibiotic,Syrup,444 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Ibuprofen,Antiviral,Tablet,932 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Cefalexin,Antifungal,Drops,12 mg,"Gilead Sciences, Inc.",Depression,Prescription
Cefalexin,Antidiabetic,Drops,722 mg,Bayer AG,Infection,Over-the-Counter
Metoprolol,Antiviral,Tablet,689 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Clindamycin,Antibiotic,Injection,599 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Dextromethorphan,Antipyretic,Capsule,427 mg,Eli Lilly and Company,Pain,Prescription
Paracetamol,Antifungal,Tablet,972 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Acyclovir,Antibiotic,Drops,676 mg,Bayer AG,Depression,Over-the-Counter
Metoprolol,Antifungal,Syrup,710 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Paracetamol,Antipyretic,Syrup,674 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Clarithromycin,Antifungal,Inhaler,516 mg,Eli Lilly and Company,Pain,Over-the-Counter
Acetaminophen,Antipyretic,Inhaler,447 mg,Biogen Inc.,Depression,Prescription
Dextromethorphan,Antiviral,Syrup,150 mg,Johnson & Johnson,Depression,Prescription
Clarithromycin,Antipyretic,Tablet,678 mg,Johnson & Johnson,Fever,Prescription
Acetaminophen,Antiseptic,Injection,912 mg,"Merck & Co., Inc.",Fungus,Prescription
Acetaminophen,Antiseptic,Syrup,922 mg,CSL Limited,Infection,Over-the-Counter
Cefoperazone,Analgesic,Drops,711 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Paracetamol,Antidiabetic,Injection,685 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Ibuprofen,Antiviral,Inhaler,44 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Ketoprofen,Antifungal,Ointment,858 mg,Pfizer Inc.,Depression,Over-the-Counter
Amoxicillin,Analgesic,Inhaler,509 mg,Johnson & Johnson,Wound,Prescription
Amoxicillin,Antiviral,Syrup,492 mg,CSL Limited,Virus,Prescription
Ibuprofen,Antifungal,Inhaler,587 mg,Johnson & Johnson,Fungus,Over-the-Counter
Ibuprofen,Antidiabetic,Syrup,43 mg,AbbVie Inc.,Pain,Prescription
Metformin,Antiviral,Tablet,33 mg,Novo Nordisk A/S,Infection,Prescription
Paracetamol,Antidepressant,Ointment,332 mg,Roche Holding AG,Fungus,Prescription
Cefaclor,Antipyretic,Tablet,473 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Paracetamol,Antiviral,Injection,501 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Ibuprofen,Antiseptic,Tablet,202 mg,Bristol-Myers Squibb Company,Fever,Prescription
Acetaminophen,Antipyretic,Injection,554 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Ibuprofen,Antipyretic,Syrup,575 mg,Johnson & Johnson,Diabetes,Prescription
Clarithromycin,Analgesic,Syrup,788 mg,Novartis AG,Wound,Over-the-Counter
Clarithromycin,Antiseptic,Inhaler,715 mg,AstraZeneca plc,Infection,Over-the-Counter
Dextromethorphan,Antidiabetic,Ointment,282 mg,Johnson & Johnson,Wound,Over-the-Counter
Amoxicillin,Antiviral,Capsule,949 mg,CSL Limited,Virus,Over-the-Counter
Amoxicillin,Antibiotic,Drops,755 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Clarithromycin,Antibiotic,Tablet,657 mg,Novo Nordisk A/S,Pain,Prescription
Dextromethorphan,Antidepressant,Tablet,839 mg,Johnson & Johnson,Pain,Prescription
Amoxicillin,Antidepressant,Syrup,929 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Cefaclor,Antidepressant,Drops,842 mg,Amgen Inc.,Pain,Prescription
Ibuprofen,Antiviral,Syrup,12 mg,"Gilead Sciences, Inc.",Virus,Prescription
Dextromethorphan,Antifungal,Ointment,145 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Ibuprofen,Antidiabetic,Drops,989 mg,Novo Nordisk A/S,Fever,Prescription
Acetaminophen,Antifungal,Capsule,487 mg,Eli Lilly and Company,Wound,Prescription
Cefazolin,Antibiotic,Cream,857 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dextromethorphan,Analgesic,Injection,48 mg,Biogen Inc.,Pain,Over-the-Counter
Clindamycin,Antidiabetic,Syrup,799 mg,Roche Holding AG,Virus,Over-the-Counter
Acetaminophen,Antibiotic,Injection,735 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Acetaminophen,Antidiabetic,Syrup,870 mg,Novo Nordisk A/S,Fever,Prescription
Metronidazole,Antipyretic,Syrup,197 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Clarithromycin,Analgesic,Syrup,670 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Metronidazole,Antibiotic,Inhaler,471 mg,Amgen Inc.,Diabetes,Over-the-Counter
Ibuprofen,Antifungal,Cream,157 mg,Roche Holding AG,Infection,Over-the-Counter
Paracetamol,Antifungal,Ointment,671 mg,Biogen Inc.,Diabetes,Over-the-Counter
Clarithromycin,Analgesic,Capsule,815 mg,Bristol-Myers Squibb Company,Depression,Prescription
Clindamycin,Antibiotic,Drops,435 mg,Amgen Inc.,Virus,Over-the-Counter
Acetaminophen,Antiviral,Injection,144 mg,CSL Limited,Wound,Prescription
Paracetamol,Antidiabetic,Inhaler,466 mg,AbbVie Inc.,Infection,Over-the-Counter
Amoxicillin,Antifungal,Inhaler,722 mg,AstraZeneca plc,Infection,Prescription
Ibuprofen,Analgesic,Syrup,370 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Acetaminophen,Analgesic,Tablet,716 mg,Novartis AG,Fungus,Prescription
Ibuprofen,Antiviral,Capsule,702 mg,AbbVie Inc.,Depression,Prescription
Cefmetazole,Analgesic,Inhaler,39 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Dextromethorphan,Antifungal,Ointment,706 mg,Bristol-Myers Squibb Company,Pain,Prescription
Clarithromycin,Antidiabetic,Tablet,508 mg,Amgen Inc.,Diabetes,Over-the-Counter
Metronidazole,Antidiabetic,Capsule,279 mg,Novartis AG,Virus,Prescription
Clarithromycin,Antidepressant,Capsule,286 mg,AstraZeneca plc,Fungus,Over-the-Counter
Amoxicillin,Analgesic,Capsule,180 mg,Amgen Inc.,Fever,Over-the-Counter
Paracetamol,Antidiabetic,Drops,155 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Cefmetazole,Analgesic,Inhaler,332 mg,Roche Holding AG,Diabetes,Prescription
Ibuprofen,Antibiotic,Capsule,474 mg,Pfizer Inc.,Virus,Over-the-Counter
Ibuprofen,Antiseptic,Cream,12 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Ibuprofen,Analgesic,Ointment,771 mg,Johnson & Johnson,Wound,Over-the-Counter
Cephalexin,Antidiabetic,Injection,557 mg,Amgen Inc.,Depression,Prescription
Clarithromycin,Antifungal,Drops,968 mg,Eli Lilly and Company,Virus,Over-the-Counter
Acetaminophen,Analgesic,Ointment,194 mg,Roche Holding AG,Infection,Prescription
Acetaminophen,Antidiabetic,Syrup,137 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Clarithromycin,Antiviral,Syrup,82 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Dextromethorphan,Antifungal,Capsule,35 mg,Amgen Inc.,Diabetes,Over-the-Counter
Acetaminophen,Antiseptic,Inhaler,625 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Clarithromycin,Antiseptic,Drops,999 mg,AbbVie Inc.,Fungus,Over-the-Counter
Dextromethorphan,Analgesic,Inhaler,992 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Ibuprofen,Analgesic,Syrup,60 mg,AstraZeneca plc,Pain,Over-the-Counter
Dextromethorphan,Antidepressant,Injection,477 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Acetaminophen,Antifungal,Inhaler,973 mg,Johnson & Johnson,Virus,Prescription
Amoxicillin,Antiviral,Drops,295 mg,Novartis AG,Infection,Over-the-Counter
Paracetamol,Antidepressant,Drops,891 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Clindamycin,Antidepressant,Capsule,177 mg,Bristol-Myers Squibb Company,Fever,Prescription
Ketoprofen,Antibiotic,Inhaler,610 mg,Roche Holding AG,Infection,Prescription
Ibuprofen,Antifungal,Capsule,976 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Acetaminophen,Antifungal,Inhaler,398 mg,Eli Lilly and Company,Fungus,Prescription
Clarithromycin,Analgesic,Inhaler,68 mg,Sanofi S.A.,Virus,Prescription
Dextromethorphan,Antidiabetic,Drops,637 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Amoxicillin,Antiviral,Ointment,911 mg,Roche Holding AG,Depression,Over-the-Counter
Paracetamol,Antidepressant,Drops,472 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Cefazolin,Antipyretic,Inhaler,152 mg,Novartis AG,Wound,Over-the-Counter
Clindamycin,Antiviral,Injection,731 mg,Amgen Inc.,Diabetes,Over-the-Counter
Cefaclor,Antidepressant,Capsule,787 mg,Bayer AG,Infection,Prescription
Acetaminophen,Antibiotic,Capsule,753 mg,Novo Nordisk A/S,Virus,Prescription
Acetaminophen,Antibiotic,Inhaler,943 mg,Johnson & Johnson,Fever,Prescription
Dextromethorphan,Analgesic,Tablet,368 mg,GlaxoSmithKline plc,Pain,Prescription
Ibuprofen,Antipyretic,Ointment,838 mg,Johnson & Johnson,Wound,Over-the-Counter
Clarithromycin,Antiviral,Ointment,296 mg,Roche Holding AG,Depression,Prescription
Clarithromycin,Antibiotic,Syrup,641 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Metoprolol,Antiseptic,Inhaler,489 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Paracetamol,Antipyretic,Drops,49 mg,Sanofi S.A.,Diabetes,Prescription
Acetaminophen,Antifungal,Drops,441 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Clarithromycin,Analgesic,Inhaler,513 mg,AstraZeneca plc,Pain,Prescription
Clindamycin,Antidepressant,Drops,417 mg,CSL Limited,Pain,Over-the-Counter
Amoxicillin,Antidepressant,Drops,582 mg,Biogen Inc.,Pain,Over-the-Counter
Acetaminophen,Analgesic,Injection,901 mg,"Merck & Co., Inc.",Diabetes,Prescription
Acetaminophen,Antiseptic,Drops,980 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Dextromethorphan,Analgesic,Ointment,294 mg,Biogen Inc.,Fungus,Over-the-Counter
Cefmetazole,Antidiabetic,Syrup,58 mg,AbbVie Inc.,Infection,Over-the-Counter
Paracetamol,Antibiotic,Cream,717 mg,Pfizer Inc.,Infection,Prescription
Clarithromycin,Analgesic,Drops,271 mg,Pfizer Inc.,Fever,Over-the-Counter
Dextromethorphan,Antipyretic,Tablet,51 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Dextromethorphan,Antiviral,Injection,31 mg,CSL Limited,Wound,Over-the-Counter
Cefadroxil,Antipyretic,Tablet,561 mg,Bayer AG,Depression,Over-the-Counter
Amoxicillin,Antipyretic,Inhaler,196 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Ibuprofen,Antidiabetic,Syrup,714 mg,Novartis AG,Diabetes,Prescription
Acetaminophen,Antipyretic,Cream,115 mg,Amgen Inc.,Infection,Over-the-Counter
Amoxicillin,Antiviral,Cream,47 mg,Johnson & Johnson,Virus,Prescription
Acetaminophen,Analgesic,Injection,876 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Cefazolin,Antiviral,Drops,348 mg,Bayer AG,Diabetes,Prescription
Acetaminophen,Antiseptic,Tablet,583 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Metformin,Antiviral,Ointment,889 mg,Bayer AG,Infection,Over-the-Counter
Acetaminophen,Antidiabetic,Injection,32 mg,Pfizer Inc.,Virus,Over-the-Counter
Dextromethorphan,Antidepressant,Cream,121 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Amoxicillin,Antipyretic,Injection,706 mg,Biogen Inc.,Virus,Over-the-Counter
Metformin,Analgesic,Syrup,902 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Paracetamol,Analgesic,Ointment,310 mg,AbbVie Inc.,Fungus,Prescription
Metformin,Antiviral,Drops,492 mg,AbbVie Inc.,Fever,Prescription
Clarithromycin,Antidiabetic,Capsule,372 mg,Amgen Inc.,Diabetes,Prescription
Clarithromycin,Antiseptic,Ointment,560 mg,Amgen Inc.,Depression,Over-the-Counter
Cefaclor,Antidepressant,Ointment,437 mg,Novartis AG,Infection,Prescription
Amoxicillin,Antibiotic,Tablet,783 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Dextromethorphan,Antiviral,Capsule,869 mg,GlaxoSmithKline plc,Virus,Prescription
Amoxicillin,Antiviral,Drops,872 mg,Sanofi S.A.,Pain,Prescription
Amoxicillin,Antiseptic,Ointment,762 mg,CSL Limited,Pain,Prescription
Paracetamol,Antipyretic,Tablet,870 mg,Pfizer Inc.,Wound,Over-the-Counter
Metoprolol,Antidiabetic,Ointment,639 mg,Pfizer Inc.,Pain,Over-the-Counter
Ibuprofen,Antibiotic,Syrup,550 mg,AbbVie Inc.,Virus,Over-the-Counter
Clarithromycin,Antiseptic,Drops,777 mg,Novo Nordisk A/S,Diabetes,Prescription
Dextromethorphan,Analgesic,Cream,981 mg,Novo Nordisk A/S,Infection,Prescription
Ketoprofen,Antifungal,Inhaler,496 mg,GlaxoSmithKline plc,Fever,Prescription
Dextromethorphan,Antiseptic,Inhaler,204 mg,"Gilead Sciences, Inc.",Wound,Prescription
Paracetamol,Antibiotic,Inhaler,138 mg,GlaxoSmithKline plc,Fever,Prescription
Ibuprofen,Antiseptic,Ointment,898 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Acetaminophen,Antiseptic,Drops,929 mg,Pfizer Inc.,Fungus,Prescription
Clarithromycin,Analgesic,Inhaler,399 mg,Johnson & Johnson,Infection,Prescription
Clarithromycin,Antipyretic,Ointment,985 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Dextromethorphan,Antiviral,Capsule,353 mg,Novartis AG,Virus,Prescription
Dextromethorphan,Antiseptic,Injection,494 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Dextromethorphan,Antifungal,Ointment,677 mg,Bayer AG,Infection,Prescription
Clarithromycin,Antidiabetic,Syrup,20 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Paracetamol,Antiviral,Tablet,243 mg,AstraZeneca plc,Wound,Prescription
Dextromethorphan,Analgesic,Injection,627 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Acetaminophen,Antifungal,Tablet,144 mg,Bayer AG,Virus,Over-the-Counter
Acetaminophen,Antiviral,Inhaler,557 mg,AstraZeneca plc,Fungus,Over-the-Counter
Acetaminophen,Antiviral,Cream,203 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Paracetamol,Antiviral,Inhaler,5 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Metoprolol,Antipyretic,Injection,559 mg,AbbVie Inc.,Fever,Prescription
Clarithromycin,Antibiotic,Syrup,849 mg,Biogen Inc.,Depression,Over-the-Counter
Acetaminophen,Analgesic,Injection,421 mg,Biogen Inc.,Fungus,Over-the-Counter
Dextromethorphan,Antiseptic,Injection,810 mg,AbbVie Inc.,Pain,Over-the-Counter
Dextromethorphan,Antidiabetic,Inhaler,402 mg,GlaxoSmithKline plc,Wound,Prescription
Cephalexin,Analgesic,Syrup,25 mg,CSL Limited,Fungus,Prescription
Clarithromycin,Antidepressant,Drops,773 mg,Amgen Inc.,Diabetes,Prescription
Dextromethorphan,Antifungal,Cream,32 mg,Eli Lilly and Company,Infection,Over-the-Counter
Dextromethorphan,Antifungal,Ointment,522 mg,Amgen Inc.,Infection,Over-the-Counter
Metoprolol,Antifungal,Syrup,56 mg,Johnson & Johnson,Virus,Over-the-Counter
Metronidazole,Antifungal,Injection,107 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Cefoperazone,Antiviral,Capsule,234 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Metformin,Antibiotic,Tablet,120 mg,Biogen Inc.,Fever,Over-the-Counter
Clarithromycin,Antiviral,Inhaler,533 mg,Novartis AG,Fungus,Prescription
Paracetamol,Antiviral,Injection,521 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Ibuprofen,Antidepressant,Tablet,82 mg,Novartis AG,Wound,Prescription
Dextromethorphan,Antiviral,Syrup,190 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Amoxicillin,Antipyretic,Inhaler,672 mg,Novartis AG,Diabetes,Over-the-Counter
Amoxicillin,Antipyretic,Inhaler,566 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Amoxicillin,Antifungal,Capsule,777 mg,Amgen Inc.,Fever,Over-the-Counter
Acetaminophen,Antidiabetic,Capsule,695 mg,Novartis AG,Infection,Over-the-Counter
Ketoprofen,Antibiotic,Tablet,845 mg,Johnson & Johnson,Infection,Prescription
Metronidazole,Antipyretic,Injection,846 mg,Biogen Inc.,Fever,Over-the-Counter
Dextromethorphan,Antibiotic,Syrup,24 mg,Roche Holding AG,Wound,Over-the-Counter
Metronidazole,Analgesic,Inhaler,177 mg,CSL Limited,Infection,Prescription
Cefoperazone,Antiviral,Tablet,758 mg,Roche Holding AG,Wound,Over-the-Counter
Ibuprofen,Antidepressant,Syrup,889 mg,AbbVie Inc.,Fungus,Prescription
Cefaclor,Antiseptic,Inhaler,854 mg,Biogen Inc.,Infection,Over-the-Counter
Cefixime,Antiseptic,Inhaler,381 mg,AstraZeneca plc,Pain,Over-the-Counter
Cefmetazole,Antiviral,Inhaler,248 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Amoxicillin + Metronidazole,Analgesic,Inhaler,924 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Cefixime,Antipyretic,Inhaler,326 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Acetaminophen,Antidepressant,Drops,77 mg,Bayer AG,Fungus,Prescription
Cefalexin,Antipyretic,Cream,353 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Metformin,Antipyretic,Syrup,475 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dextromethorphan,Antipyretic,Cream,32 mg,AbbVie Inc.,Infection,Over-the-Counter
Metformin,Antipyretic,Capsule,116 mg,Bayer AG,Wound,Over-the-Counter
Clarithromycin,Analgesic,Ointment,726 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Metronidazole,Antiviral,Tablet,649 mg,Novartis AG,Virus,Over-the-Counter
Dextromethorphan,Antidepressant,Capsule,790 mg,Sanofi S.A.,Depression,Prescription
Ibuprofen,Antidiabetic,Ointment,499 mg,AstraZeneca plc,Fever,Over-the-Counter
Ibuprofen,Antidepressant,Capsule,542 mg,Roche Holding AG,Virus,Prescription
Ibuprofen,Antidepressant,Tablet,95 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Dextromethorphan,Antidepressant,Ointment,637 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Dextromethorphan,Antipyretic,Injection,90 mg,Novartis AG,Depression,Prescription
Ibuprofen,Analgesic,Ointment,222 mg,AstraZeneca plc,Depression,Over-the-Counter
Amoxicillin,Analgesic,Injection,229 mg,Novo Nordisk A/S,Pain,Prescription
Acyclovir,Antidepressant,Drops,39 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Metronidazole,Antidiabetic,Cream,567 mg,CSL Limited,Fever,Prescription
Cefadroxil,Antidepressant,Inhaler,699 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Ibuprofen,Antifungal,Capsule,558 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Amoxicillin,Antiviral,Inhaler,85 mg,Biogen Inc.,Diabetes,Over-the-Counter
Acetaminophen,Antidiabetic,Cream,992 mg,Bayer AG,Infection,Over-the-Counter
